2026-06-10 08:55:07.565 | INFO     | src.utils.logger:setup_logger:31 | 日志系统初始化完成
2026-06-10 08:55:07.565 | INFO     | src.main:main:40 | ============================================================
2026-06-10 08:55:07.565 | INFO     | src.main:main:41 | 友译 v0.1.0 启动
2026-06-10 08:55:07.566 | INFO     | src.main:main:42 | 实时游戏语音双向翻译系统
2026-06-10 08:55:07.566 | INFO     | src.main:main:43 | ============================================================
2026-06-10 08:55:07.798 | INFO     | src.main:main:67 | GUI 已启动
2026-06-10 08:55:32.631 | INFO     | src.utils.logger:setup_logger:31 | 日志系统初始化完成
2026-06-10 08:55:32.631 | INFO     | src.main:main:40 | ============================================================
2026-06-10 08:55:32.631 | INFO     | src.main:main:41 | 友译 v0.1.0 启动
2026-06-10 08:55:32.631 | INFO     | src.main:main:42 | 实时游戏语音双向翻译系统
2026-06-10 08:55:32.631 | INFO     | src.main:main:43 | ============================================================
2026-06-10 08:55:32.868 | INFO     | src.main:main:67 | GUI 已启动
2026-06-10 08:57:46.390 | INFO     | src.utils.logger:setup_logger:31 | 日志系统初始化完成
2026-06-10 08:57:46.390 | INFO     | src.main:main:40 | ============================================================
2026-06-10 08:57:46.390 | INFO     | src.main:main:41 | 友译 v0.1.0 启动
2026-06-10 08:57:46.390 | INFO     | src.main:main:42 | 实时游戏语音双向翻译系统
2026-06-10 08:57:46.390 | INFO     | src.main:main:43 | ============================================================
2026-06-10 08:57:46.635 | INFO     | src.main:main:67 | GUI 已启动
2026-06-10 09:00:34.560 | INFO     | src.utils.logger:setup_logger:31 | 日志系统初始化完成
2026-06-10 09:00:34.560 | INFO     | src.main:main:40 | ============================================================
2026-06-10 09:00:34.560 | INFO     | src.main:main:41 | 友译 v0.1.0 启动
2026-06-10 09:00:34.560 | INFO     | src.main:main:42 | 实时游戏语音双向翻译系统
2026-06-10 09:00:34.560 | INFO     | src.main:main:43 | ============================================================
2026-06-10 09:00:34.796 | INFO     | src.main:main:67 | GUI 已启动
2026-06-10 09:00:40.671 | INFO     | src.core.pipeline:__init__:58 | 火山引擎配置: use_cloud=True, requested=False, configured=True
2026-06-10 09:00:40.671 | INFO     | src.core.translator:_init_client:100 | 翻译策略: volc (降级: microsoft, google)
2026-06-10 09:00:40.671 | INFO     | src.core.pipeline:initialize:159 | 初始化翻译管道...
2026-06-10 09:00:40.682 | INFO     | src.audio.virtual_device:_linux_create_speaker:60 | 虚拟音频设备 'translator_virtual' 已存在
2026-06-10 09:00:40.682 | INFO     | src.audio.virtual_device:_linux_create_mic_monitor:84 | Monitor 源自动可用: translator_virtual_sink.monitor
2026-06-10 09:00:40.682 | INFO     | src.core.pipeline:initialize:165 | 火山引擎可用，跳过本地 ASR 模型加载
2026-06-10 09:00:40.682 | INFO     | src.core.pipeline:initialize:175 | TTS输出: 系统默认扬声器
2026-06-10 09:00:40.682 | INFO     | src.core.pipeline:initialize:177 | 翻译管道初始化完成
2026-06-10 09:00:40.696 | INFO     | src.audio.stream:_open_sounddevice_input:252 | 音频输入流已打开 (device=None, sr=16000)
2026-06-10 09:00:40.697 | INFO     | src.audio.stream:_open_pulse_input:301 | PulseAudio输入流已打开 (source=translator_virtual_sink.monitor, sr=16000)
2026-06-10 09:00:40.697 | INFO     | src.core.pipeline:start:229 | 游戏声音捕获已开启
2026-06-10 09:00:40.697 | INFO     | src.core.pipeline:start:246 | ✅ 火山引擎双向管道已启动（出站 + 系统音频入站）
2026-06-10 09:00:40.697 | INFO     | src.core.pipeline:_volc_outbound_loop:288 | 火山引擎管道启动
2026-06-10 09:00:40.697 | INFO     | src.core.volc_engine:_build_header_candidates:112 | 火山引擎鉴权模式: 新版 API Key
2026-06-10 09:00:40.697 | INFO     | src.core.volc_engine:connect:209 | 尝试火山引擎鉴权头: 新版 API Key
2026-06-10 09:00:40.698 | INFO     | src.core.pipeline:_volc_inbound_loop:361 | 火山引擎入站管道启动（系统音频→字幕）
2026-06-10 09:00:40.699 | INFO     | src.core.volc_engine:_build_header_candidates:112 | 火山引擎鉴权模式: 新版 API Key
2026-06-10 09:00:40.699 | INFO     | src.core.volc_engine:connect:209 | 尝试火山引擎鉴权头: 新版 API Key
2026-06-10 09:00:40.960 | INFO     | src.core.volc_engine:connect:218 | 火山引擎已连接，X-Tt-Logid=20260610090040AB44324BEE9BCD45C288
2026-06-10 09:00:40.974 | INFO     | src.core.volc_engine:connect:218 | 火山引擎已连接，X-Tt-Logid=20260610090040C9FAF92270531E400C7C
2026-06-10 09:00:41.008 | INFO     | src.core.volc_engine:_handle_response:312 | 火山引擎会话已启动: f6c5f275-9eb2-4e89-856f-150e1a086825
2026-06-10 09:00:41.008 | INFO     | src.core.volc_engine:connect:238 | 火山引擎会话已就绪 (en→zh)
2026-06-10 09:00:42.687 | INFO     | src.core.volc_engine:_handle_response:312 | 火山引擎会话已启动: d04be63a-40c1-4a67-818c-7a8dc9cffa9b
2026-06-10 09:00:42.688 | INFO     | src.core.volc_engine:connect:238 | 火山引擎会话已就绪 (zh→en)
2026-06-10 09:00:43.093 | DEBUG    | src.core.volc_engine:_handle_response:333 | 火山引擎静音片段: 2047ms
