2026-06-08 11:26:28.047 | INFO     | src.utils.logger:setup_logger:31 | 日志系统初始化完成
2026-06-08 11:26:28.047 | INFO     | src.main:main:40 | ============================================================
2026-06-08 11:26:28.048 | INFO     | src.main:main:41 | Translator InTime v0.1.0 启动
2026-06-08 11:26:28.048 | INFO     | src.main:main:42 | 实时游戏语音双向翻译系统
2026-06-08 11:26:28.048 | INFO     | src.main:main:43 | ============================================================
2026-06-08 11:26:28.223 | INFO     | src.main:main:67 | GUI 已启动
2026-06-08 11:27:22.173 | INFO     | src.core.pipeline:__init__:58 | 火山引擎配置: use_cloud=True, requested=True, configured=True
2026-06-08 11:27:22.174 | INFO     | src.core.translator:_init_client:109 | 翻译后端: volc (降级: microsoft, google)
2026-06-08 11:27:22.174 | INFO     | src.core.pipeline:initialize:118 | 初始化翻译管道...
2026-06-08 11:27:22.180 | INFO     | src.audio.virtual_device:_linux_create_speaker:60 | 虚拟音频设备 'translator_virtual' 已存在
2026-06-08 11:27:22.180 | INFO     | src.audio.virtual_device:_linux_create_mic_monitor:84 | Monitor 源自动可用: translator_virtual_sink.monitor
2026-06-08 11:27:22.180 | INFO     | src.core.pipeline:initialize:124 | 火山引擎可用，跳过本地 ASR 模型加载
2026-06-08 11:27:22.180 | INFO     | src.core.pipeline:initialize:134 | TTS输出: 系统默认扬声器
2026-06-08 11:27:22.180 | INFO     | src.core.pipeline:initialize:136 | 翻译管道初始化完成
2026-06-08 11:27:22.193 | INFO     | src.audio.stream:open_input:199 | 音频输入流已打开 (device=None, sr=16000)
2026-06-08 11:27:22.194 | INFO     | src.audio.stream:_open_pulse_input:221 | PulseAudio输入流已打开 (source=translator_virtual_sink.monitor, sr=16000)
2026-06-08 11:27:22.194 | INFO     | src.core.pipeline:start:187 | 游戏声音捕获已开启
2026-06-08 11:27:22.194 | INFO     | src.core.pipeline:start:204 | ✅ 火山引擎双向管道已启动（出站 + 系统音频入站）
2026-06-08 11:27:22.194 | INFO     | src.core.pipeline:_volc_outbound_loop:246 | 火山引擎管道启动
2026-06-08 11:27:22.194 | INFO     | src.core.volc_engine:_build_header_candidates:107 | 火山引擎鉴权模式: 新版 API Key
2026-06-08 11:27:22.194 | INFO     | src.core.volc_engine:connect:203 | 尝试火山引擎鉴权头: 新版 API Key
2026-06-08 11:27:22.195 | INFO     | src.core.pipeline:_volc_inbound_loop:311 | 火山引擎入站管道启动（系统音频→字幕）
2026-06-08 11:27:22.196 | INFO     | src.core.volc_engine:_build_header_candidates:107 | 火山引擎鉴权模式: 新版 API Key
